共有model数,item_name 中文,model_name 中文,目标价,model_image_susercontent,product_link,L2 中文,L3 中文,邀请码,model_id,final_1688_link,price judge,展示日期,item_id,item下最高价,特殊tag,日均销售额,日均单量,asp_tag_by_l1
1,TMA ~ 自动大灯灯泡控制开关光传感器模块，适用于 MK4,TMA ~ 自动大灯灯泡控制开关光传感器模块，适用于 MK4,84.6,https://cf.shopee.com.br/file/sg-11134201-7reo3-m1wd3sncfrfib0,https://.xiapibuy.com/product/606984246/28165746976,汽车零部件,电子,IVCN202605131835,'207922940874,https://detail.1688.com/offer/945230099928.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,'08-21,'207922940874,84.6,,100-300美金,20-40单,高价品
1,欧司朗 H4 9003 HB2 64193NL 卤素夜行者激光新一代 12V 60/55W P43t 150% 原装汽车大灯,H4,84.49,https://cf.shopee.com.br/file/cn-11134207-820l4-mmtt2jzo9lab28,https://.xiapibuy.com/product/493920144/55310344538,汽车零部件,电子,IVCN2026071013288,'267610514584,相似款：https://detail.1688.com/offer/847187246732.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,'08-21,'267610514584,84.49,,20-40美金,20-40单,高价品
1,适用于 HINO MEGA、MEGA 700 的外橡胶密封条盖（4 件/套），镀铬。,适用于 HINO MEGA、MEGA 700 的外橡胶密封条盖（4 件/套），镀铬。,84.37,https://cf.shopee.co.th/file/0478abf8dc184df9210173a625f33da7,https://TH.xiapibuy.com/product/216114281/5279298918,汽车零部件,挡风玻璃雨刮器和清洗器,IVCN202608176723,'63691108010,相似款：https://detail.1688.com/offer/704664186586.html?spm=a26352.b28411319.offerlist.7.9c3c1e624Gq01d,P1,'08-21,'63691108010,84.37,LFF精寻品📦,20-40美金,20-40单,高价品
1,Baseus GoTrip VA1 超迷你无线充气泵，19缸气泵，数秒快速充气，5种充气模式，胎压监测,无线22缸,84.23,https://cf.shopee.com.my/file/cn-11134207-820l4-mf3p41i3q22w22,https://.xiapibuy.com/product/931156348/43108000069,汽车保养,轮胎及轮毂保养,IVCN2026031330896,'275676032492,https://detail.1688.com/offer/991493065437.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i17&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P1,'08-21,'275676032492,84.23,LFF精寻品📦,20-40美金,20-40单,高价品
1,TUFFOO 2个装 3色汽车LED大灯灯泡 120W 28000LM H4 H7 H11 HB3 9005 H1 HB4 9006 HIR2 9012 高/低光束 6000K/3000K/4300K - DC12V/24V (T63),"H4,3 颜色",84.15,https://cf.shopee.ph/file/cn-11134207-7r98o-lsz28bclzpwd48,https://.xiapibuy.com/product/475356856/24518506757,汽车零部件,电子,IVCN202608177365,'207366268347,相似款：https://detail.1688.com/offer/1034368426264.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,'08-21,'207366268347,84.15,LFF精寻品📦,20-40美金,20-40单,高价品
1,适用于丰田威驰（2014-2018款）的后尾灯转向灯警示灯刹车雾灯尾灯罩（不含灯泡）汽车配件,右侧,84.04,https://cf.shopee.ph/file/cn-11134207-820l4-mdy1sopzbwg697,https://.xiapibuy.com/product/1009085387/41265399868,汽车零部件,电子,IVCN2026051314441,'296271221809,相似款：https://detail.1688.com/offer/897642466337.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P1,'08-21,'296271221809,84.04,,20-40美金,20-40单,高价品
1,适用于丰田威驰（2014-2018款）的后尾灯转向灯警示灯刹车雾灯尾灯罩（不含灯泡）汽车配件,左侧,84.04,https://cf.shopee.ph/file/cn-11134207-820l4-mdy1sopzbwg697,https://.xiapibuy.com/product/1009085387/41265399868,汽车零部件,电子,IVCN2026061517893,'296271221808,相似款：https://detail.1688.com/offer/897642466337.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P1,'08-21,'296271221808,84.04,,20-40美金,20-40单,高价品
1,AUXITO 2个装 Canbus 30000LM 60W H15 LED汽车大灯灯泡，远光灯和日间行车灯，无故障,H15,84.04,https://cf.shopee.ph/file/cn-11134207-7ras8-m6go1gep4ayz1f,https://.xiapibuy.com/product/429041086/22965149322,汽车零部件,电子,IVCN2026051321373,'157690473251,https://detail.1688.com/offer/907845953892.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23down-ph.img.susercontent.com&amug_biz=oneself&amug_fl_src=awakeId_982,P1,'08-21,'157690473251,84.04,LFF精寻品📦,20-40美金,20-40单,高价品
1,[熊猫] ORA 5 汽车扶手箱、储物箱、中控台和扶手整理器、内饰配件。,四件套，灰色+黑色。,84,https://cf.shopee.co.th/file/cn-11134207-820l4-mnw63im0wcn9ba,https://.xiapibuy.com/product/1509512781/47760010700,汽车内饰配件,收纳盒和隔层,IVCN202608179827,'375881029269,https://detail.1688.com/offer/1029467986820.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982https://detail.1688.com/offer/1012780855367.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i30&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982https://detail.1688.com/offer/997433848903.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i28&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982https://detail.1688.com/offer/1012780855367.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,'08-21,'375881029269,84,,20-40美金,20-40单,低价品
1,Novsight N94 右舵车 H4 H11 H7 9005 9006 LED 大灯投影透镜带风扇 6500K 120W 22000LM 2 个远近光灯泡,H4,83.78,https://cf.shopee.com.my/file/cn-11134207-7ras8-mcq0ztqdkind21,https://.xiapibuy.com/product/58539801/40360608272,汽车零部件,电子,IVCN2026051314371,'295892046882,https://detail.1688.com/offer/850387379943.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P1,'08-21,'295892046882,83.78,LFF精寻品📦,40-60美金,20-40单,高价品
1,五十铃 Dmax/D-Max (2014-2020) | MUX/MU-X (2014-2020) - 前置蒸发器 - 层压式冷却盘管,五十铃 Dmax/D-Max (2014-2020) | MUX/MU-X (2014-2020) - 前置蒸发器 - 层压式冷却盘管,83.4,https://cf.shopee.ph/file/ph-11134207-23020-358sssxbg1nv95,https://.xiapibuy.com/product/949809728/18674542564,汽车零部件,散热器、发动机冷却和气候控制,IVCN2026041033827,'79264563222,https://detail.1688.com/offer/1005811792695.html?spm=a26352.13672862.offerlist.57.120d42b7L7rhil&offerId=1005811792695&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=1087e6cfcb9f4478be4faa234564ae48&skuId=-1&forcePC=1785220667689,P1,'08-21,'79264563222,83.4,LFF精寻品📦,20-40美金,20-40单,高价品
1,（22合1）车载氛围灯交响曲室内亚克力光纤导光条DIY汽车装饰灯LED车灯条内饰照明APP控制,10合1,83.38,https://cf.shopee.com.my/file/cn-11134207-7r98o-lzyej69i5c376c,https://.xiapibuy.com/product/794626049/27410694567,汽车零部件,电子,IVCN202606158135,'118451033304,https://detail.1688.com/offer/965997062809.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P1,'08-21,'118451033304,83.38,,20-40美金,20-40单,高价品
1,TUFFOO 一对 D2S/D2R/D4S/D4R LED 汽车大灯灯泡 6000K - 白色 DC12V,D2S / D2R [1 对]，6000K 白色,83.16,https://cf.shopee.co.th/file/cn-11134207-820l4-mrcw5opofnd355,https://.xiapibuy.com/product/558341832/50310951098,汽车零部件,电子,IVCN202608177295,'254241293268,折扣前的价格：https://detail.1688.com/offer/943677043487.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,'08-21,'254241293268,83.16,,20-40美金,20-40单,高价品
1,适用于2005-2014款丰田海狮的89491-26041发动机机油油位传感器,适用于2005-2014款丰田海狮的89491-26041发动机机油油位传感器,83,https://cf.shopee.ph/file/7fd5b486c02d18f3b3a9c82b08a41c19,https://.xiapibuy.com/product/206142320/13615282034,汽车零部件,发动机零件,IVCN202608179755,'85007427782,https://detail.1688.com/offer/639738483909.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,'08-21,'85007427782,83,,20-40美金,20-40单,高价品
1,适用于丰田威驰（2014-2018款）的前大灯总成,右侧,82.93,https://cf.shopee.ph/file/cn-11134207-7ras8-m8x42pa92mu583,https://.xiapibuy.com/product/1009085387/29384581483,汽车零部件,电子,IVCN2026051314467,'89819282419,相似款：https://detail.1688.com/offer/599594651437.html?spm=a26352.b28411319/2508.0.0,P1,'08-21,'89819282419,82.93,LFF精寻品📦,40-60美金,20-40单,高价品
1,Anker 75W车载快充充电器，带线缆，可伸缩设计，回缩顺畅,Anker 75W车载快充充电器，带线缆，可伸缩设计，回缩顺畅,82.88,https://cf.shopee.ph/file/cn-11134207-7ras8-ma84ipz32cbb83,https://.xiapibuy.com/product/890866120/27786932208,汽车内饰配件,USB充电器、FM和蓝牙发射器,IVCN2026071012756,'300179354729,相似款：https://detail.1688.com/offer/941616965864.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2132815517685610109911757e1136&token=Cko7nAo%2BUfd%2B5imdjQJ9z87YA9MfNJTr8m5fyGXYUfIlU%2FQr0JLzto9fMQ05BejK,P1,'08-21,'300179354729,82.88,,20-40美金,20-40单,高价品
1,日本原装W-101 HVLP重力式喷枪，喷嘴尺寸1.3mm、1.5mm、1.8mm，适用于家具和汽车喷漆。,1.3毫米,82.71,https://cf.shopee.com.my/file/cn-11134207-7qukw-lj11k99hb7ued4,https://.xiapibuy.com/product/485183158/23347680641,汽车工具,其他的,IVCN202608179519,'204417548100,https://detail.1688.com/offer/625314057762.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17870332064063592e0e56&token=b0iNbzLbbzr9OPhOnvFdkxIN2xzOaT0eNnhfLkKr4TVXbkuyyj8yeye4%2FbBELOO2,P1,'08-21,'204417548100,82.71,LFF精寻品📦,20-40美金,20-40单,高价品
1,适用于五十铃 D-MAX 2012 2013 2014 2015 款的前大灯罩/大灯外壳/大灯透镜,1 对（左 + 右）,82.68,https://cf.shopee.co.th/file/cn-11134207-820l4-mf5l9fpvwqa026,https://.xiapibuy.com/product/1431048390/41971908326,汽车零部件,电子,IVCN202605135879,'243966922250,相似款：https://detail.1688.com/offer/1041934673019.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,'08-21,'243966922250,82.68,,20-40美金,20-40单,高价品
1,动态 3 英寸 3D 恶魔眼透镜灯，33 种模式，适用于 12V 汽车透镜眼改装套件，大灯总成，汽车配件,2 件，33 款 3D 恶魔之眼,82.39,https://cf.shopee.com.my/file/cn-11134207-7ras8-m3kh02wxklbja1,https://.xiapibuy.com/product/759963901/29270155125,汽车零部件,电子,IVCN202608178627,'39497691971,https://detail.1688.com/offer/866819939895.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,'08-21,'39497691971,82.39,,20-40美金,20-40单,高价品
1,本田锋范（Honda City）前雨刮电机/自动挡风玻璃雨刮电机 2008 2009 2010 2011 2012 2013,本田锋范（Honda City）前雨刮电机/自动挡风玻璃雨刮电机 2008 2009 2010 2011 2012 2013,82.33,https://cf.shopee.ph/file/cn-11134207-820l4-mlq7go9s311e3a,https://.xiapibuy.com/product/1217464623/27488815914,汽车零部件,挡风玻璃雨刮器和清洗器,IVCN2026071016132,'265753455819,相似款：https://detail.1688.com/offer/955348451770.html?spm=a26352.b28411319/2508.0.0,P1,'08-21,'265753455819,82.33,LFF精寻品📦,20-40美金,20-40单,高价品
1,LUMINUS LM 陶瓷，高级陶瓷涂层，50毫升陶瓷涂层溶液,LUMINUS LM 陶瓷，高级陶瓷涂层，50毫升陶瓷涂层溶液,81.96,https://cf.shopee.co.th/file/th-11134207-7ra0u-md8v30csfe9s3a,https://.xiapibuy.com/product/1599866217/28989668365,汽车保养,其他的,IVCN2026061512389,'208636078138,相似款：https://detail.1688.com/offer/975525398935.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2133d7d417852368960901540e0ddc&token=VIOyFVdEY0E4cfJyv44YaolAFP6mBVxhN3Efn5djRhNlWK8tTi6PUKvb46aZ2%2BBt,P1,'08-21,'208636078138,81.96,LFF精寻品📦,60-80美金,20-40单,高价品
1,Tuffoo LED汽车大灯灯泡 120W 28000LM H4 H7 H11 HB3 9005 H1 HB4 9006 HIR2 9012 远近光 6000K 3000K 4300K DC12V 24V (T63) 3种颜色 (2个),9006/HB4，3色,81.79,https://cf.shopee.co.th/file/cn-11134207-7r98o-ltx9gyz60ywd53,https://.xiapibuy.com/product/558341832/24568508848,汽车零部件,电子,IVCN202605134751,'236125127352,https://detail.1688.com/offer/742332626789.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2132815517840124456543851e0ed8&token=rgxPQhZbjrHGktkmhUyDkTEP3iuPCiqRrzx%2F%2Fz2I66TdEPa%2FKh4u2p%2FIbStu6zfH,P1,'08-21,'236125127352,81.79,,20-40美金,20-40单,高价品
1,AUXITO 2个装 100W 20000LM D2S D4S 汽车 LED 大灯 6000K 白色 即插即用 12V,D2S,81.6,https://cf.shopee.ph/file/cn-11134207-7ras8-m9zdpxq6r2d84d,https://.xiapibuy.com/product/429041086/40651499138,汽车零部件,电子,IVCN2026051310933,'270122632119,https://detail.1688.com/offer/1047525953101.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i12&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P0,'08-21,'270122632119,81.6,LFF精寻品📦,20-40美金,20-40单,高价品
1,通用型带刹车灯扰流板，适用于City、G4、Vios、Accent、Almera、Altis、Reina车型。,哑光黑,81.35,https://cf.shopee.ph/file/ph-11134201-7rasd-m5ih448kgxtv3d,https://.xiapibuy.com/product/473817947/16609348706,汽车零部件,车身、车架和保险杠,IVCN2026071010350,'124370395654,相似款：https://detail.1688.com/offer/732380045058.html?kj_agent_plugin=aliprice&fromkv=xytTrace:210702e017742590171285811e1032&token=CSBMhZGRPj2pPoYXIzz3v%2BZBUluGjDq8VFHYpv6U69FTxxIlV0uHlTpARv5J6wXI,P1,'08-21,'124370395654,81.35,LFF精寻品📦,20-40美金,20-40单,高价品
1,AUTOOL LM55 数字温度测试钳 -20~150°C 波形数据显示 精密传感器 实时温度测量,AUTOOL LM55 数字温度测试钳 -20~150°C 波形数据显示 精密传感器 实时温度测量,80.92,https://cf.shopee.ph/file/cn-11134207-820l4-mnl8igilcb2g8d,https://.xiapibuy.com/product/286149453/24855423420,汽车工具,测试、诊断和维修工具,IVCN2026071016966,'217241584651,https://detail.1688.com/offer/770382276132.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P1,'08-21,'217241584651,80.92,,20-40美金,20-40单,高价品
1,可折叠厨房水龙头，360度旋转，单把手，冷热水混合水龙头，适用于船用/房车,可折叠厨房水龙头，360度旋转，单把手，冷热水混合水龙头，适用于船用/房车,80.9,https://cf.shopee.com.br/file/sg-11134201-7rep2-m2lu33zs5ofva3,https://.xiapibuy.com/product/473262812/27918421298,汽车零部件,其他的,IVCN2026051323155,'176816001679,https://detail.1688.com/offer/990379271486.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,'08-21,'176816001679,80.9,,100-300美金,20-40单,高价品
1,适用于特斯拉 Juniper Model YL 的后备箱垫 TPE 后备箱衬垫 前后行李箱垫 6 座配件 Zero zero,MYL 后备箱垫 TPE，专用汽车,80.75,https://cf.shopee.ph/file/sg-11134201-823pq-movm7fc7im8194,https://.xiapibuy.com/product/1654750683/46511419869,汽车内饰配件,地毯和垫子,IVCN202607108072,'277658679560,相似款：https://detail.1688.com/offer/1027599985936.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,'08-21,'277658679560,80.75,,20-40美金,20-40单,高价品
1,SOARFLY LED 四合一汽车应急启动器，带气泵，适用于汽车和摩托车,超级LED汽车启动器,80.59,https://cf.shopee.ph/file/cn-11134207-820l4-mlot0ie94k5f08,https://.xiapibuy.com/product/1058886993/45957083989,汽车零部件,电子,IVCN2026051318399,'365630800476,相似款：https://detail.1688.com/offer/1056675721103.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,'08-21,'365630800476,80.59,LFF精寻品📦,60-80美金,20-40单,高价品
1,适用于丰田凯美瑞 ACV40 ACV41 2006~2011 的中央空调出风口百叶窗,适用于丰田凯美瑞 ACV40 ACV41 2006~2011 的中央空调出风口百叶窗,80.52,https://cf.shopee.com.my/file/cn-11134207-820l4-mev4tr4mq7sz2f,https://.xiapibuy.com/product/279461421/43520282874,汽车零部件,散热器、发动机冷却和气候控制,IVCN2026051314501,'296655945741,https://detail.1688.com/offer/760016111926.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17853199372705473e0d90&token=NmjHVzX9zDqJ%2FkgCRk0a1a47%2F0Bud%2Fdzt6Pte0%2B2wKTYe3OGjUmLi3qmLYX5W58O,P1,'08-21,'296655945741,80.52,LFF精寻品📦,20-40美金,20-40单,高价品
1,TUFFOO 2个装 3色汽车LED大灯灯泡 120W 28000LM H4 H7 H11 HB3 9005 H1 HB4 9006 HIR2 9012 高/低光束 6000K/3000K/4300K - DC12V/24V (T63),"H8/H9/H11,3 色",80.5,https://cf.shopee.ph/file/cn-11134207-7r98o-lsz28bclybbx66,https://.xiapibuy.com/product/475356856/24518506757,汽车零部件,电子,IVCN2026061512247,'207366268346,https://detail.1688.com/offer/863873509363.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,'08-21,'207366268346,80.5,,20-40美金,20-40单,高价品
1,2个D3S D1S汽车LED大灯HID灯泡，兼容D2S D4S D5S D8S Canbus配套镇流器，D2R D4R汽车灯,D1S,80.08,https://cf.shopee.com.my/file/cn-11134207-7ras8-m680jy01ako1d7,https://.xiapibuy.com/product/1120564118/29826166135,汽车零部件,电子,IVCN202607108458,'233801149508,https://detail.1688.com/offer/778431465373.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21360a2e17840161357083204e0ea5&token=JKlz50KrY9%2FSqizNz0ggHvoNIRSXZbtdIe996N54EDPhgaRSDFYlrzXj%2B5gLfoIi,P1,'08-21,'233801149508,80.08,LFF精寻品📦,20-40美金,20-40单,高价品
1,适用于丰田 Vigo、Altis（2008-2013 款）、Fortuner、Innova 和 Commuter 的原装 Denso Coolgear 蒸发器盘管。（前部空调机组）,适用于丰田 Vigo、Altis（2008-2013 款）、Fortuner、Innova 和 Commuter 的原装 Denso Coolgear 蒸发器盘管。（前部空调机组）,80.03,https://cf.shopee.co.th/file/th-11134207-7rasf-m7c74ekg1t3333,https://.xiapibuy.com/product/831373146/14298250682,汽车零部件,其他的,IVCN202608178617,'223786861029,无同款,P1,'08-21,'223786861029,80.03,LFF精寻品📦,100-300美金,20-40单,高价品
1,适用于马自达 2 Skyactiv 2014-2018 CX3 CX5 的马自达汽车车窗升降器主开关，白色插座。,适用于马自达 2 Skyactiv 2014-2018 CX3 CX5 的马自达汽车车窗升降器主开关，白色插座。,80,https://cf.shopee.co.th/file/cn-11134207-820l4-mluytcheppmo8a,https://.xiapibuy.com/product/747415741/54457246573,汽车零部件,电子,IVCN2026051318639,'370645138893,相似款：https://detail.1688.com/offer/963873204439.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b5ecd17822004400346301e0c9f&token=EkjcYYS9c4Kn08epvXNqaiM9m7dMi0Yi4RiXI%2BhrzHy0Jkqdh53psoo%2B%2BxYfX%2Fwf,P0,'08-21,'370645138893,80,,20-40美金,20-40单,高价品
1,【本地现货】JFIND JF700 OBD2 汽车扫描仪，适用于本田/雅马哈发动机故障代码读取器，汽车发动机分析仪，支持 I/M 检测，OBD 2 扫描仪诊断工具,JF700+3合1黑色线缆,80,https://cf.shopee.ph/file/cn-11134207-7ras8-m8bonipsj0z606,https://.xiapibuy.com/product/1005972867/26032594368,汽车工具,测试、诊断和维修工具,IVCN202605139381,'258112851043,相似款：https://detail.1688.com/offer/1073001166266.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=a80de3169dc9465785895a7e9f6cfbb4&sessionid=914fbfd9ef7b34f81503d6a12e5d59a2https://detail.1688.com/offer/992436522811.html?spm=a26352.b28411319/2508.0.0,P0,'08-21,'258112851043,80,LFF精寻品📦,60-80美金,20-40单,高价品
1,【本地发货】12/13/14/15/16英寸通用Carl轮毂盖ABS塑料4件套汽车卡扣式轮毂盖套件黑色蓝色红色WWK7 XTGE TE0P,4件套 TT 银黑色，16 英寸,80,https://cf.shopee.com.my/file/sg-11134201-7rfhb-m9d2moe1d9r6bb,https://.xiapibuy.com/product/1229638125/29335991382,汽车零部件,车轮、轮辋及配件,IVCN202608177009,'168918419276,https://detail.1688.com/offer/704928985118.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2132815517870473464682708e0ef0&token=Cxh1oxUlfNxc%2B9vimFsLwkJqs3FyXeAYUat1iiNZBuQLoJDVSBAskz2OC21DJJYv,P0,'08-21,'168918419276,80,LFF精寻品📦,20-40美金,20-40单,高价品
1,FLEX 空气滤清器，高性能布质滤芯，直接适用于福特 Ranger、BT50 PRO 2.2、3.2 和马自达 BT50 2012-23。,FLEX 空气滤清器，高性能布质滤芯，直接适用于福特 Ranger、BT50 PRO 2.2、3.2 和马自达 BT50 2012-23。,80,https://cf.shopee.co.th/file/th-11134207-7ra0q-mdormp06zeni66,https://.xiapibuy.com/product/40089000/20227098169,汽车零部件,发动机零件,IVCN2026051319777,'145269366632,相似款：https://detail.1688.com/offer/911580014028.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b5ecd17870194594637102e0ee7&token=azu%2BjlsdjR6rKzyBdTR7VaqfVInpnC2chK%2BuOU62dcwJVQy6BreCxReXi22zPci5,P0,'08-21,'145269366632,80,LFF精寻品📦,20-40美金,20-40单,高价品
1,Novsight N63 H4 H11 9005 9006 H7 H1 H3 汽车 LED 大灯 90W 6500K 20000lm,H4,79.91,https://cf.shopee.ph/file/cn-11134207-7r98o-lntfuq8lhmrs39,https://.xiapibuy.com/product/96944675/23675824309,汽车零部件,电子,IVCN2026051321569,'186931987585,https://detail.1688.com/offer/692255233969.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21365bc417514381674363615e1640&token=bwxmo65HduWN5KXuxaq8llEsWsIq59MzgDCnodDaSxf%2BtPfICoPPxs%2FbU6%2FnVzKK,P1,'08-21,'186931987585,79.91,LFF精寻品📦,60-80美金,20-40单,高价品
1,五十铃D-MAX尾灯 D-MAX 2012-2024 LED尾灯 汽车尾灯 适用于五十铃升级 驾驶员侧 乘客侧（不含灯泡）,左右配对,79.88,https://cf.shopee.com.my/file/cn-11134207-7ras8-m0k4hurc4a1390,https://.xiapibuy.com/product/1337228346/24786404074,汽车零部件,电子,IVCN202608178033,'217832581928,https://detail.1688.com/offer/719760075194.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b0fdc4f17870220392775871e0dd1&token=sSSmqxQ0N3tYzJfXmj4cNkCt1ssfV%2BRehCmzQSrHXhLlBySyywepQAPDrXLo3dkV,P1,'08-21,'217832581928,79.88,LFF精寻品📦,20-40美金,20-40单,高价品
1,Vention 5200mAh车载气泵三合一无线轮胎充气泵，150PSI高压便携式带LED灯手动气泵，适用于自行车、摩托车、电动车,黑色，ABS,79.83,https://cf.shopee.ph/file/cn-11134207-820l4-mo0ual9ns2rsfb,https://.xiapibuy.com/product/270658839/48810231302,汽车保养,轮胎及轮毂保养,IVCN2026061518699,'315897660226,https://detail.1688.com/offer/1006036668155.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i23&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P1,'08-21,'315897660226,79.83,LFF精寻品📦,300-500美金,20-40单,高价品
1,自动折叠回位后视镜 BRV WRV 原装,左边,79.78,https://cf.shopee.ph/file/id-11134207-822wr-mpb0xdvusfm6ff,https://.xiapibuy.com/product/1142295777/24348234359,汽车外饰配件,镜子及配件,IVCN202608179061,'376044561777,链接失效,P1,'08-21,'376044561777,79.78,,20-40美金,20-40单,高价品
1,大型LED恶魔眼显示屏，可通过应用程序远程控制。专为前挡风玻璃设计；支持自定义文字和动态图案。可DIY，兼容轿车、卡车和巴士。,120厘米*16.6厘米，遥控器+APP,79.52,https://cf.shopee.com.my/file/sg-11134201-8261a-mmfrc5bnqz9cb2,https://.xiapibuy.com/product/867705818/51307960223,汽车零部件,电子,IVCN202608179199,'430706515583,https://detail.1688.com/offer/941173902483.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2146938717870381274902971e0ed9&token=gAlgbPdjFZw5tAysCdJTrVzqFNntQPmBfAXZY3fndCEz6%2B%2FWMO%2BCvs%2FcfxBnlnH8,P1,'08-21,'430706515583,79.52,LFF精寻品📦,20-40美金,20-40单,高价品
1,Maxgtrs 2x H4 高/低光 H7 双 LED 投影透镜 H11 9005 HB3 9006 HB4 汽车大灯灯泡 Canbus Lampada 6000K 迷你雾灯 12V 左舵右舵,左舵，H4/9003/HB2,79.41,https://cf.shopee.vn/file/cn-11134207-7r98o-m03vn7l3aimf09,https://.xiapibuy.com/product/254610901/27111105898,汽车零部件,电子,IVCN202608177741,'236766890900,https://detail.1688.com/offer/901279658663.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,'08-21,'236766890900,79.41,,20-40美金,20-40单,高价品
1,1.9 废气旁通阀罐，增压响应迅速，包含废气旁通阀罐支架、空气软管和原装 Flex 黄铜 T 型接头。1.9 赛车级废气旁通阀罐。,1.9条腿+电线+罐,78.95,https://cf.shopee.co.th/file/th-11134207-7r98v-lsh69chv52v198,https://.xiapibuy.com/product/82436095/24566674416,汽车零部件,发动机零件,IVCN2026061512243,'207345788166,无同款,P1,'08-21,'207345788166,78.95,,20-40美金,20-40单,高价品
